Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Segment
0,134,1,1,2.32,0,216.8,78,69.2,5.11,8.6,Low Value/Low Interaction Users
0,111,1,1,3.02,3,166.2,54,79.2,11.94,11.2,Low Value/Low Interaction Users
0,101,1,1,1.97,1,262.2,101,77.7,7.85,7.3,Low Value/Low Interaction Users
0,67,1,1,2.03,1,245.4,89,75.3,7.41,7.5,Low Value/Low Interaction Users
0,154,1,1,2.43,2,192.3,82,71.3,8.27,9.0,Low Value/Low Interaction Users
0,130,1,1,2.35,0,141.9,92,67.5,11.45,8.7,Low Value/Low Interaction Users
0,142,1,1,1.59,2,220.5,94,73.9,11.98,5.9,Low Value/Low Interaction Users
0,87,1,1,3.02,0,143.5,106,74.2,11.18,11.2,Low Value/Low Interaction Users
1,119,0,1,2.35,5,160.0,95,69.5,10.48,8.7,Low Value/Low Interaction Users
0,75,1,1,3.62,2,118.5,86,75.2,10.7,13.4,Low Value/Low Interaction Users
0,180,1,1,2.05,1,231.8,78,80.5,11.65,7.6,Low Value/Low Interaction Users
0,100,1,1,3.13,1,215.9,90,90.3,12.9,11.6,Low Value/Low Interaction Users
0,119,1,1,2.16,2,217.1,92,77.6,11.04,8.0,Low Value/Low Interaction Users
0,92,1,1,2.62,0,134.0,112,67.2,10.3,9.7,Low Value/Low Interaction Users
0,13,1,1,3.05,2,176.6,65,75.5,8.64,11.3,Low Value/Low Interaction Users
0,144,0,1,3.46,0,174.8,127,83.6,10.98,12.8,Low Value/Low Interaction Users
0,80,1,1,2.89,4,166.4,92,77.9,11.92,10.7,Low Value/Low Interaction Users
0,131,1,1,2.05,3,249.6,87,82.5,11.36,7.6,Low Value/Low Interaction Users
0,88,1,1,3.08,1,181.6,91,79.8,10.66,11.4,Low Value/Low Interaction Users
0,162,1,1,3.32,0,184.5,139,80.2,9.16,12.3,Low Value/Low Interaction Users
0,124,1,1,2.4,1,161.2,109,69.0,10.21,8.9,Low Value/Low Interaction Users
0,147,0,1,2.19,3,219.9,118,77.9,10.43,8.1,Low Value/Low Interaction Users
1,108,1,1,2.59,4,162.1,83,68.9,8.59,9.6,Low Value/Low Interaction Users
0,116,1,1,2.97,1,182.8,122,79.7,10.64,11.0,Low Value/Low Interaction Users
0,45,1,1,2.08,1,196.8,92,76.8,12.71,7.7,Low Value/Low Interaction Users
1,62,1,1,3.0,2,186.4,84,79.0,10.05,11.1,Low Value/Low Interaction Users
0,55,1,1,3.38,2,189.3,95,76.8,5.93,12.5,Low Value/Low Interaction Users
0,76,1,1,2.57,3,160.1,107,67.7,8.44,9.5,Low Value/Low Interaction Users
1,40,1,1,2.03,1,224.7,69,70.3,6.73,7.5,Low Value/Low Interaction Users
0,95,1,1,2.73,1,260.8,130,90.3,10.67,10.1,Low Value/Low Interaction Users
1,55,1,1,2.97,4,130.5,114,69.7,10.42,11.0,Low Value/Low Interaction Users
0,81,0,1,2.13,1,237.1,76,84.3,13.21,7.9,Low Value/Low Interaction Users
0,3,1,1,3.08,2,67.4,116,63.8,12.2,11.4,Low Value/Low Interaction Users
0,68,1,1,3.97,1,176.0,118,93.7,13.9,14.7,Low Value/Low Interaction Users
0,109,1,1,2.43,4,217.5,123,81.3,11.69,9.0,Low Value/Low Interaction Users
0,67,1,1,3.92,1,129.6,107,81.2,11.65,14.5,Low Value/Low Interaction Users
0,98,1,1,3.48,2,181.6,112,84.8,11.04,12.9,Low Value/Low Interaction Users
0,141,1,1,2.11,1,215.4,123,86.1,16.44,7.8,Low Value/Low Interaction Users
0,89,1,1,2.03,2,163.5,80,72.3,13.74,7.5,Low Value/Low Interaction Users
0,103,1,1,3.92,2,185.4,105,88.2,9.88,14.5,Low Value/Low Interaction Users
1,17,1,1,2.7,6,153.1,115,69.0,9.3,10.0,Low Value/Low Interaction Users
0,185,1,1,3.73,2,151.1,121,84.3,12.24,13.8,Low Value/Low Interaction Users
0,95,1,1,2.84,3,247.0,109,81.4,6.28,10.5,Low Value/Low Interaction Users
0,7,1,1,2.92,1,221.4,114,81.2,8.29,10.8,Low Value/Low Interaction Users
0,31,1,1,3.11,1,210.5,101,89.1,12.53,11.5,Low Value/Low Interaction Users
0,136,1,1,3.54,0,90.4,105,68.4,10.07,13.1,Low Value/Low Interaction Users
0,50,1,1,3.67,3,302.7,93,108.7,12.03,13.6,Low Value/Low Interaction Users
0,97,1,1,2.3,0,168.4,129,71.0,11.3,8.5,Low Value/Low Interaction Users
0,84,1,1,3.05,0,214.3,112,83.5,9.41,11.3,Low Value/Low Interaction Users
0,131,1,1,3.62,1,156.6,134,69.2,3.55,13.4,Low Value/Low Interaction Users
0,58,0,1,2.4,1,142.8,96,72.0,13.62,8.9,Low Value/Low Interaction Users
0,125,1,1,2.46,2,236.1,107,89.6,14.46,9.1,Low Value/Low Interaction Users
0,72,1,1,2.21,2,138.1,113,68.1,13.01,8.2,Low Value/Low Interaction Users
0,20,1,1,1.92,0,171.5,98,62.2,7.66,7.1,Low Value/Low Interaction Users
0,86,1,1,2.27,3,157.2,118,66.7,9.82,8.4,Low Value/Low Interaction Users
0,140,0,1,3.11,4,188.9,124,77.1,8.05,11.5,Low Value/Low Interaction Users
0,98,1,1,2.97,1,110.5,87,68.7,11.39,11.0,Low Value/Low Interaction Users
0,87,1,1,2.57,3,82.6,113,59.7,11.22,9.5,Low Value/Low Interaction Users
1,73,1,1,3.19,6,82.3,105,67.9,12.81,11.8,Low Value/Low Interaction Users
0,1,1,1,2.27,0,183.1,95,73.7,11.63,8.4,Low Value/Low Interaction Users
0,131,1,1,2.54,1,135.9,60,68.4,11.66,9.4,Low Value/Low Interaction Users
0,95,1,1,2.65,0,165.7,78,73.5,10.78,9.8,Low Value/Low Interaction Users
0,29,0,1,1.54,2,235.0,101,71.4,9.17,5.7,Low Value/Low Interaction Users
0,37,1,1,2.81,0,264.7,81,92.1,10.83,10.4,Low Value/Low Interaction Users
0,107,1,1,1.51,1,160.3,45,62.1,11.08,5.6,Low Value/Low Interaction Users
0,127,0,1,2.81,1,95.9,117,58.1,7.98,10.4,Low Value/Low Interaction Users
0,86,1,1,2.65,2,99.9,84,66.5,13.18,9.8,Low Value/Low Interaction Users
0,11,1,1,1.89,1,209.8,130,71.9,9.83,7.0,Low Value/Low Interaction Users
0,48,1,1,2.05,1,198.0,70,77.5,13.69,7.6,Low Value/Low Interaction Users
0,47,1,1,3.56,2,112.8,150,75.6,12.2,13.2,Low Value/Low Interaction Users
1,89,0,1,3.0,0,112.6,114,72.0,13.09,11.1,Low Value/Low Interaction Users
0,83,1,1,2.92,1,226.4,117,88.2,11.74,10.8,Low Value/Low Interaction Users
0,126,0,1,2.62,4,244.9,118,87.2,10.98,9.7,Low Value/Low Interaction Users
0,172,1,1,2.38,1,274.9,102,86.8,9.33,8.8,Low Value/Low Interaction Users
0,55,1,1,2.62,1,222.5,104,79.2,8.58,9.7,Low Value/Low Interaction Users
0,111,1,1,2.78,2,128.8,104,63.8,7.87,10.3,Low Value/Low Interaction Users
0,101,1,1,2.57,2,219.7,137,79.7,9.34,9.5,Low Value/Low Interaction Users
0,105,1,1,2.19,2,236.5,111,72.9,5.85,8.1,Low Value/Low Interaction Users
1,133,1,1,3.81,2,174.0,80,86.1,10.47,14.1,Low Value/Low Interaction Users
0,106,1,1,2.67,1,81.6,120,60.7,11.78,9.9,Low Value/Low Interaction Users
1,67,0,1,4.56,0,181.1,59,95.6,10.8,16.9,Low Value/Low Interaction Users
0,123,1,1,4.05,0,218.7,79,92.5,8.17,15.0,Low Value/Low Interaction Users
0,121,1,1,1.59,0,193.8,62,65.9,9.88,5.9,Low Value/Low Interaction Users
0,66,1,1,2.4,1,174.7,92,74.0,11.61,8.9,Low Value/Low Interaction Users
0,129,1,1,4.0,2,204.5,79,87.0,6.64,14.8,Low Value/Low Interaction Users
0,116,1,1,3.0,0,230.6,94,89.0,11.21,11.1,Low Value/Low Interaction Users
1,126,1,1,3.46,4,153.4,90,73.6,7.57,12.8,Low Value/Low Interaction Users
0,128,1,1,2.92,0,222.9,136,90.2,13.1,10.8,Low Value/Low Interaction Users
0,81,1,1,3.16,3,115.9,120,71.6,11.83,11.7,Low Value/Low Interaction Users
0,64,1,1,1.59,8,210.0,116,71.9,11.64,5.9,Low Value/Low Interaction Users
0,57,0,1,3.29,2,236.5,94,87.9,8.16,12.2,Low Value/Low Interaction Users
0,142,1,1,2.48,3,237.4,105,80.8,8.8,9.2,Low Value/Low Interaction Users
0,108,1,1,2.57,2,169.8,136,69.7,8.69,9.5,Low Value/Low Interaction Users
0,93,1,1,3.38,2,136.8,113,72.8,8.98,12.5,Low Value/Low Interaction Users
0,155,1,1,3.62,2,243.9,112,89.2,6.65,13.4,Low Value/Low Interaction Users
1,103,1,1,3.11,0,149.9,84,72.1,8.55,11.5,Low Value/Low Interaction Users
1,118,0,1,3.0,4,156.5,122,75.0,10.46,11.1,Low Value/Low Interaction Users
0,48,1,1,2.05,3,230.9,92,74.5,8.38,7.6,Low Value/Low Interaction Users
0,107,1,1,2.97,2,219.4,92,82.7,9.03,11.0,Low Value/Low Interaction Users
0,122,1,1,2.32,2,204.5,92,70.2,6.98,8.6,Low Value/Low Interaction Users
0,52,1,1,3.65,2,130.1,68,80.5,12.36,13.5,Low Value/Low Interaction Users
0,79,1,1,4.0,2,103.7,100,78.0,11.82,14.8,Low Value/Low Interaction Users
0,161,1,1,1.97,1,218.5,76,66.7,5.64,7.3,Low Value/Low Interaction Users
0,80,1,1,2.57,2,236.6,69,83.7,9.88,9.5,Low Value/Low Interaction Users
0,105,1,1,3.08,1,141.2,96,69.8,8.39,11.4,Low Value/Low Interaction Users
0,73,1,1,3.11,0,194.4,104,80.1,8.8,11.5,Low Value/Low Interaction Users
0,127,1,1,3.13,1,143.2,99,70.3,8.5,11.6,Low Value/Low Interaction Users
0,122,0,1,3.43,1,216.4,80,93.3,12.49,12.7,Low Value/Low Interaction Users
0,33,1,1,2.3,1,161.9,85,64.0,7.56,8.5,Low Value/Low Interaction Users
0,148,1,1,4.46,2,209.2,110,90.6,5.83,16.5,Low Value/Low Interaction Users
0,120,1,1,2.86,0,244.3,140,97.6,16.12,10.6,Low Value/Low Interaction Users
0,91,1,1,1.51,1,175.3,96,68.1,13.12,5.6,Low Value/Low Interaction Users
0,78,1,1,3.56,0,197.4,73,94.6,14.79,13.2,Low Value/Low Interaction Users
0,75,1,1,3.05,1,198.2,107,88.5,14.02,11.3,Low Value/Low Interaction Users
0,90,1,1,3.0,2,185.6,106,81.0,10.99,11.1,Low Value/Low Interaction Users
0,63,1,1,2.21,0,214.9,86,76.1,9.91,8.2,Low Value/Low Interaction Users
0,82,1,1,2.38,2,163.8,77,63.8,6.75,8.8,Low Value/Low Interaction Users
0,121,0,1,2.35,3,254.1,127,82.5,9.01,8.7,Low Value/Low Interaction Users
0,54,1,1,3.05,2,112.0,90,67.5,10.4,11.3,Low Value/Low Interaction Users
0,21,1,1,3.48,3,132.7,94,74.8,10.23,12.9,Low Value/Low Interaction Users
0,163,1,1,3.73,2,219.6,99,93.3,10.52,13.8,Low Value/Low Interaction Users
0,83,1,1,3.02,0,95.0,89,61.2,8.4,11.2,Low Value/Low Interaction Users
0,71,1,1,3.21,1,183.2,103,81.1,10.47,11.9,Low Value/Low Interaction Users
0,154,1,1,2.59,0,224.0,102,80.9,9.6,9.6,Low Value/Low Interaction Users
0,100,1,1,2.65,0,224.7,121,90.5,14.7,9.8,Low Value/Low Interaction Users
0,65,1,1,2.4,1,158.1,104,79.0,16.11,8.9,Low Value/Low Interaction Users
0,95,1,1,3.05,3,283.1,112,103.5,14.31,11.3,Low Value/Low Interaction Users
0,91,1,1,2.59,1,273.0,78,90.9,10.78,9.6,Low Value/Low Interaction Users
0,176,1,1,1.94,1,283.2,130,81.4,8.13,7.2,Low Value/Low Interaction Users
0,84,1,1,2.89,1,89.7,87,56.9,6.93,10.7,Low Value/Low Interaction Users
0,101,1,1,2.89,1,105.9,132,66.9,11.59,10.7,Low Value/Low Interaction Users
0,132,1,1,3.7,0,201.9,93,85.0,7.82,13.7,Low Value/Low Interaction Users
0,92,1,1,2.4,1,242.2,96,79.0,7.99,8.9,Low Value/Low Interaction Users
0,99,1,1,2.86,2,179.1,93,79.6,11.92,10.6,Low Value/Low Interaction Users
0,106,1,1,3.32,3,197.4,125,78.2,6.17,12.3,Low Value/Low Interaction Users
0,17,1,1,2.19,1,198.5,123,78.9,13.53,8.1,Low Value/Low Interaction Users
0,56,1,1,3.43,1,121.7,87,71.3,9.2,12.7,Low Value/Low Interaction Users
0,96,1,1,2.3,1,150.0,91,63.0,7.97,8.5,Low Value/Low Interaction Users
0,47,1,1,3.48,2,196.6,93,88.8,12.07,12.9,Low Value/Low Interaction Users
0,163,1,1,3.32,2,231.9,56,91.2,10.59,12.3,Low Value/Low Interaction Users
0,90,1,1,3.08,1,94.8,89,65.8,10.96,11.4,Low Value/Low Interaction Users
0,174,1,1,3.35,1,221.8,143,89.5,10.53,12.4,Low Value/Low Interaction Users
0,123,1,1,3.38,1,198.7,127,88.8,12.45,12.5,Low Value/Low Interaction Users
0,93,1,1,2.54,2,218.7,117,72.4,5.75,9.4,Low Value/Low Interaction Users
0,96,1,1,3.0,2,175.8,96,78.0,10.33,11.1,Low Value/Low Interaction Users
0,24,1,1,1.94,3,236.3,105,76.4,9.54,7.2,Low Value/Low Interaction Users
0,92,1,1,3.02,4,167.4,83,81.2,12.93,11.2,Low Value/Low Interaction Users
0,138,0,1,3.16,0,225.2,116,85.6,8.67,11.7,Low Value/Low Interaction Users
0,83,1,1,3.59,0,95.9,87,74.9,13.08,13.3,Low Value/Low Interaction Users
0,36,1,1,2.46,1,152.8,110,71.6,12.14,9.1,Low Value/Low Interaction Users
0,113,1,1,2.57,4,149.0,104,71.7,11.79,9.5,Low Value/Low Interaction Users
0,111,1,1,3.62,2,96.8,123,67.2,8.53,13.4,Low Value/Low Interaction Users
0,97,1,1,2.24,3,121.1,105,65.4,13.01,8.3,Low Value/Low Interaction Users
0,153,1,1,2.54,0,218.5,130,74.4,6.71,9.4,Low Value/Low Interaction Users
0,120,1,1,2.08,0,239.4,94,83.8,12.97,7.7,Low Value/Low Interaction Users
0,71,1,1,3.81,1,175.7,82,90.1,12.95,14.1,Low Value/Low Interaction Users
0,80,0,1,3.21,1,159.3,110,74.1,8.53,11.9,Low Value/Low Interaction Users
0,118,0,1,2.48,1,153.8,106,61.8,6.17,9.2,Low Value/Low Interaction Users
0,66,1,1,2.4,0,190.8,100,79.0,13.07,8.9,Low Value/Low Interaction Users
0,127,1,1,2.08,1,235.6,124,81.8,11.84,7.7,Low Value/Low Interaction Users
0,93,1,1,3.11,1,166.9,101,83.1,13.66,11.5,Low Value/Low Interaction Users
0,115,1,1,2.84,2,192.3,86,69.4,4.44,10.5,Low Value/Low Interaction Users
0,118,1,1,3.43,2,91.5,125,69.3,11.0,12.7,Low Value/Low Interaction Users
0,87,0,1,3.11,1,221.6,79,83.1,7.86,11.5,Low Value/Low Interaction Users
0,142,1,1,2.57,0,239.8,103,91.7,14.3,9.5,Low Value/Low Interaction Users
0,54,1,1,3.05,2,117.6,82,64.5,7.96,11.3,Low Value/Low Interaction Users
0,201,1,1,4.08,1,192.0,97,93.8,11.96,15.1,Low Value/Low Interaction Users
0,85,1,1,2.94,1,144.6,97,66.4,7.0,10.9,Low Value/Low Interaction Users
0,45,1,1,2.13,2,135.8,104,63.3,11.13,7.9,Low Value/Low Interaction Users
0,146,1,1,2.11,1,202.5,91,76.1,12.07,7.8,Low Value/Low Interaction Users
0,63,1,1,3.32,1,152.2,119,79.2,11.36,12.3,Low Value/Low Interaction Users
0,160,1,1,4.1,1,164.6,121,92.0,13.14,15.2,Low Value/Low Interaction Users
0,92,1,1,2.75,0,141.6,95,69.5,10.4,10.2,Low Value/Low Interaction Users
0,147,1,1,3.73,5,254.2,78,100.3,11.41,13.8,Low Value/Low Interaction Users
0,101,1,1,2.57,0,209.2,82,75.7,7.99,9.5,Low Value/Low Interaction Users
0,123,1,1,4.16,1,270.4,99,108.6,12.26,15.4,Low Value/Low Interaction Users
0,116,1,1,3.19,2,253.0,78,86.9,6.95,11.8,Low Value/Low Interaction Users
0,138,1,1,4.05,1,183.9,83,92.5,12.04,15.0,Low Value/Low Interaction Users
0,89,1,1,2.86,1,215.1,140,82.6,9.87,10.6,Low Value/Low Interaction Users
0,93,1,1,3.05,7,152.3,90,79.5,13.38,11.3,Low Value/Low Interaction Users
0,138,1,1,3.83,0,190.1,87,90.3,11.16,14.2,Low Value/Low Interaction Users
0,141,1,1,2.16,4,185.4,87,68.6,8.93,8.0,Low Value/Low Interaction Users
0,112,1,1,2.62,0,183.2,95,79.2,12.64,9.7,Low Value/Low Interaction Users
0,1,1,1,2.19,1,208.0,115,73.9,9.25,8.1,Low Value/Low Interaction Users
0,87,1,1,1.92,2,240.8,102,67.2,3.8,7.1,Low Value/Low Interaction Users
1,77,1,1,3.11,4,135.9,117,75.1,12.23,11.5,Low Value/Low Interaction Users
0,120,1,1,3.11,1,177.9,117,77.1,8.76,11.5,Low Value/Low Interaction Users
0,54,1,1,3.38,2,143.9,73,76.8,10.52,12.5,Low Value/Low Interaction Users
1,162,1,1,2.51,1,179.7,144,75.1,10.91,9.3,Low Value/Low Interaction Users
0,101,1,1,3.92,1,144.1,144,78.2,8.38,14.5,Low Value/Low Interaction Users
1,119,0,1,2.08,0,147.2,103,59.8,8.01,7.7,Low Value/Low Interaction Users
0,142,0,1,2.65,0,191.1,109,72.5,7.48,9.8,Low Value/Low Interaction Users
0,107,1,1,3.24,1,248.6,91,85.4,5.97,12.0,Low Value/Low Interaction Users
0,132,0,1,3.48,2,200.3,75,88.8,11.33,12.9,Low Value/Low Interaction Users
0,140,1,1,3.0,1,157.1,77,72.0,8.62,11.1,Low Value/Low Interaction Users
0,51,0,1,3.32,2,135.8,60,74.2,10.03,12.3,Low Value/Low Interaction Users
1,105,0,1,3.97,0,156.1,89,75.7,5.36,14.7,Low Value/Low Interaction Users
0,86,1,1,2.73,0,197.9,99,75.3,8.28,10.1,Low Value/Low Interaction Users
0,86,1,1,3.48,1,225.4,79,89.8,9.36,12.9,Low Value/Low Interaction Users
0,134,1,1,2.92,1,142.9,105,61.2,4.43,10.8,Low Value/Low Interaction Users
1,93,0,1,3.78,1,225.7,117,86.8,5.98,14.0,Low Value/Low Interaction Users
1,174,1,1,3.92,4,167.8,91,85.2,10.27,14.5,Low Value/Low Interaction Users
0,91,1,1,2.94,1,169.8,105,64.4,3.26,10.9,Low Value/Low Interaction Users
0,88,1,1,2.65,2,190.6,104,79.5,11.87,9.8,Low Value/Low Interaction Users
0,88,1,1,3.46,2,80.3,140,61.6,7.67,12.8,Low Value/Low Interaction Users
0,195,1,1,3.27,0,231.7,110,91.7,11.26,12.1,Low Value/Low Interaction Users
0,61,1,1,2.67,3,163.7,78,64.7,5.66,9.9,Low Value/Low Interaction Users
1,108,0,1,3.67,3,130.1,90,73.7,8.35,13.6,Low Value/Low Interaction Users
0,100,1,1,3.27,1,218.7,104,83.7,7.75,12.1,Low Value/Low Interaction Users
0,131,1,1,1.81,1,174.0,118,66.1,10.27,6.7,Low Value/Low Interaction Users
0,126,0,1,2.59,1,129.3,123,62.9,8.83,9.6,Low Value/Low Interaction Users
0,107,1,1,3.4,3,198.9,87,86.0,10.35,12.6,Low Value/Low Interaction Users
0,60,1,1,3.46,2,191.8,75,90.6,13.39,12.8,Low Value/Low Interaction Users
0,52,1,1,3.65,1,133.3,63,75.5,9.21,13.5,Low Value/Low Interaction Users
0,74,1,1,2.43,1,174.6,107,81.3,15.53,9.0,Low Value/Low Interaction Users
0,85,1,1,1.7,5,283.2,110,86.0,11.99,6.3,Low Value/Low Interaction Users
1,113,1,1,2.35,5,157.8,83,64.5,8.08,8.7,Low Value/Low Interaction Users
0,177,1,1,2.81,1,230.2,106,84.1,9.81,10.4,Low Value/Low Interaction Users
0,114,1,1,2.54,3,141.3,96,69.4,11.52,9.4,Low Value/Low Interaction Users
0,101,1,1,2.21,2,118.9,112,62.1,11.42,8.2,Low Value/Low Interaction Users
0,124,1,1,3.24,2,144.5,35,79.4,13.12,12.0,Low Value/Low Interaction Users
0,118,1,1,3.16,1,256.3,119,97.6,12.91,11.7,Low Value/Low Interaction Users
0,91,1,1,1.78,3,204.6,96,64.8,6.8,6.6,Low Value/Low Interaction Users
0,86,1,1,3.21,3,253.1,112,93.1,10.51,11.9,Low Value/Low Interaction Users
0,165,1,1,2.57,3,167.4,113,69.7,8.64,9.5,Low Value/Low Interaction Users
0,153,1,1,2.03,1,167.7,104,70.3,12.34,7.5,Low Value/Low Interaction Users
0,41,1,1,3.0,1,191.7,109,79.0,9.65,11.1,Low Value/Low Interaction Users
0,104,1,1,3.0,1,189.1,112,78.0,8.91,11.1,Low Value/Low Interaction Users
0,159,1,1,3.4,2,153.6,93,79.0,10.85,12.6,Low Value/Low Interaction Users
0,87,0,1,2.92,1,171.2,138,74.2,9.29,10.8,Low Value/Low Interaction Users
0,57,1,1,3.19,1,201.2,76,90.9,14.01,11.8,Low Value/Low Interaction Users
0,121,1,1,2.86,1,126.3,84,68.6,10.48,10.6,Low Value/Low Interaction Users
0,105,1,1,2.62,2,88.1,125,56.2,8.8,9.7,Low Value/Low Interaction Users
0,105,1,1,2.67,2,218.5,61,80.7,9.84,9.9,Low Value/Low Interaction Users
0,51,1,1,3.02,1,236.8,61,93.2,13.17,11.2,Low Value/Low Interaction Users
0,80,0,1,2.7,0,184.2,132,73.0,8.38,10.0,Low Value/Low Interaction Users
0,164,1,1,2.59,3,159.7,102,67.9,8.44,9.6,Low Value/Low Interaction Users
0,116,1,1,1.89,2,204.7,118,71.9,10.47,7.0,Low Value/Low Interaction Users
0,9,1,1,3.11,2,88.5,87,62.1,8.94,11.5,Low Value/Low Interaction Users
0,127,1,1,1.97,0,203.8,118,77.7,13.36,7.3,Low Value/Low Interaction Users
0,125,1,1,2.78,0,268.4,112,92.8,11.11,10.3,Low Value/Low Interaction Users
0,121,1,1,4.08,0,170.4,91,91.8,12.73,15.1,Low Value/Low Interaction Users
0,73,1,1,2.38,2,198.2,107,69.8,6.96,8.8,Low Value/Low Interaction Users
0,65,1,1,2.65,0,224.2,106,81.5,9.48,9.8,Low Value/Low Interaction Users
0,136,1,1,2.38,2,174.6,76,68.8,8.83,8.8,Low Value/Low Interaction Users
0,106,1,1,2.86,2,223.5,104,86.6,11.76,10.6,Low Value/Low Interaction Users
0,94,1,1,4.35,0,233.2,88,93.5,5.67,16.1,Low Value/Low Interaction Users
0,112,1,1,3.59,0,60.6,113,60.9,8.3,13.3,Low Value/Low Interaction Users
1,128,0,1,3.67,0,222.1,89,88.7,8.03,13.6,Low Value/Low Interaction Users
0,114,1,1,3.4,3,154.6,100,81.0,12.08,12.6,Low Value/Low Interaction Users
0,102,1,1,2.75,2,137.4,100,66.5,8.84,10.2,Low Value/Low Interaction Users
0,69,1,1,4.43,0,268.8,78,111.3,12.33,16.4,Low Value/Low Interaction Users
0,73,1,1,2.75,2,131.2,98,59.5,5.33,10.2,Low Value/Low Interaction Users
0,146,1,1,2.0,2,149.6,96,66.0,11.99,7.4,Low Value/Low Interaction Users
0,52,1,1,2.97,1,142.1,77,70.7,9.65,11.0,Low Value/Low Interaction Users
0,129,1,1,2.78,2,193.0,99,79.8,11.24,10.3,Low Value/Low Interaction Users
0,120,1,1,3.13,0,299.5,83,96.3,8.17,11.6,Low Value/Low Interaction Users
0,155,0,1,3.0,1,211.7,121,78.0,6.96,11.1,Low Value/Low Interaction Users
0,136,1,1,1.86,1,205.5,86,79.6,14.93,6.9,Low Value/Low Interaction Users
0,54,1,1,3.13,2,92.3,88,64.3,9.66,11.6,Low Value/Low Interaction Users
0,157,1,1,4.05,1,219.2,102,95.5,10.3,15.0,Low Value/Low Interaction Users
0,170,1,1,3.51,0,178.1,130,86.1,12.14,13.0,Low Value/Low Interaction Users
0,92,1,1,3.19,1,172.3,116,83.9,13.31,11.8,Low Value/Low Interaction Users
0,88,1,1,2.94,1,93.4,106,67.4,12.6,10.9,Low Value/Low Interaction Users
0,136,0,1,2.43,2,85.2,98,59.3,11.52,9.0,Low Value/Low Interaction Users
0,68,1,1,1.65,1,160.0,72,59.5,9.23,6.1,Low Value/Low Interaction Users
0,132,1,1,3.11,0,182.9,54,87.1,14.62,11.5,Low Value/Low Interaction Users
0,112,0,1,2.81,1,200.3,72,79.1,9.89,10.4,Low Value/Low Interaction Users
0,112,1,1,3.0,4,213.0,121,86.0,11.31,11.1,Low Value/Low Interaction Users
0,137,1,1,3.08,2,189.6,42,78.8,8.95,11.4,Low Value/Low Interaction Users
0,97,1,1,3.27,0,176.1,109,76.7,7.97,12.1,Low Value/Low Interaction Users
0,83,1,1,4.75,2,191.3,95,101.5,12.54,17.6,Low Value/Low Interaction Users
0,117,1,1,2.62,1,207.6,65,75.2,7.64,9.7,Low Value/Low Interaction Users
0,65,1,1,2.38,2,215.5,129,74.8,8.1,8.8,Low Value/Low Interaction Users
0,152,1,1,3.59,5,239.1,105,94.9,10.46,13.3,Low Value/Low Interaction Users
0,85,1,1,3.65,1,207.9,95,92.5,11.68,13.5,Low Value/Low Interaction Users
0,210,1,1,2.73,3,313.8,87,93.3,7.39,10.1,Low Value/Low Interaction Users
0,88,0,1,3.51,1,288.5,114,102.1,10.17,13.0,Low Value/Low Interaction Users
0,154,1,1,3.94,1,64.9,76,66.4,9.21,14.6,Low Value/Low Interaction Users
0,32,1,1,2.43,1,243.5,137,86.3,11.84,9.0,Low Value/Low Interaction Users
0,126,1,1,2.35,0,278.0,88,92.5,12.66,8.7,Low Value/Low Interaction Users
0,144,1,1,2.7,1,219.9,102,84.0,11.11,10.0,Low Value/Low Interaction Users
0,86,1,1,3.05,0,145.7,88,72.5,9.55,11.3,Low Value/Low Interaction Users
0,74,1,1,2.67,4,249.4,70,87.7,10.48,9.9,Low Value/Low Interaction Users
0,38,1,1,3.62,2,142.4,106,87.2,15.69,13.4,Low Value/Low Interaction Users
0,107,1,1,2.24,0,204.2,57,75.4,10.3,8.3,Low Value/Low Interaction Users
0,118,1,1,2.81,0,148.7,105,68.1,8.37,10.4,Low Value/Low Interaction Users
0,98,0,1,2.92,1,245.5,54,96.2,14.64,10.8,Low Value/Low Interaction Users
0,59,0,1,2.46,1,225.0,78,79.6,9.57,9.1,Low Value/Low Interaction Users
0,100,1,1,2.16,0,221.7,100,79.6,11.81,8.0,Low Value/Low Interaction Users
0,93,1,1,2.97,0,116.9,120,69.7,11.62,11.0,Low Value/Low Interaction Users
0,61,1,1,2.94,3,270.7,53,93.4,10.04,10.9,Low Value/Low Interaction Users
0,148,1,1,3.65,3,230.7,102,96.5,11.69,13.5,Low Value/Low Interaction Users
0,43,1,1,3.13,3,200.2,105,86.3,12.22,11.6,Low Value/Low Interaction Users
0,83,1,1,2.35,3,272.5,105,91.5,12.65,8.7,Low Value/Low Interaction Users
0,109,1,1,2.86,5,230.5,116,90.6,13.29,10.6,Low Value/Low Interaction Users
0,46,1,1,1.94,1,191.4,102,83.4,18.09,7.2,Low Value/Low Interaction Users
0,122,1,1,3.13,1,163.0,107,86.3,15.64,11.6,Low Value/Low Interaction Users
0,101,1,1,3.4,0,193.9,71,84.0,9.49,12.6,Low Value/Low Interaction Users
1,68,0,1,3.65,1,195.5,113,84.5,8.58,13.5,Low Value/Low Interaction Users
0,149,1,1,3.05,2,264.4,102,94.5,10.98,11.3,Low Value/Low Interaction Users
0,71,1,1,3.54,1,115.4,90,74.4,10.87,13.1,Low Value/Low Interaction Users
