Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Segment
0,72,1,0,0.0,0,253.0,73,62.0,10.97,9.8,High Value/High Interaction Users
0,83,1,0,0.0,0,202.3,87,52.0,10.08,6.8,High Value/High Interaction Users
0,123,1,0,0.0,1,194.0,118,54.0,12.1,12.1,High Value/High Interaction Users
0,58,1,0,0.19,0,234.8,89,50.9,5.34,9.9,High Value/High Interaction Users
0,166,1,0,0.0,0,173.9,103,54.0,13.82,15.3,High Value/High Interaction Users
1,75,1,0,0.0,2,314.6,102,68.0,8.49,5.7,High Value/High Interaction Users
0,83,1,0,0.0,1,227.9,78,57.0,10.38,12.1,High Value/High Interaction Users
0,153,1,0,0.0,1,185.3,127,50.0,10.4,15.1,High Value/High Interaction Users
0,147,1,0,0.0,2,209.4,104,47.0,6.63,11.3,High Value/High Interaction Users
0,64,1,0,0.0,2,194.2,147,48.0,8.67,5.5,High Value/High Interaction Users
0,120,1,0,0.0,2,198.8,56,54.0,11.51,9.9,High Value/High Interaction Users
0,88,1,0,0.0,2,202.2,86,53.0,10.84,11.8,High Value/High Interaction Users
1,87,1,0,0.0,2,322.5,106,73.0,10.23,9.4,High Value/High Interaction Users
0,100,1,0,0.3,0,216.2,107,59.0,10.78,10.2,High Value/High Interaction Users
0,77,1,0,0.0,5,239.2,114,54.0,7.5,10.3,High Value/High Interaction Users
0,102,1,0,0.0,1,224.7,81,50.0,6.47,15.8,High Value/High Interaction Users
1,96,1,0,0.0,1,180.6,92,47.0,9.55,10.3,High Value/High Interaction Users
0,149,1,0,0.0,0,237.6,79,57.0,9.62,9.1,High Value/High Interaction Users
0,129,1,0,0.0,2,198.4,91,57.0,13.24,9.2,High Value/High Interaction Users
0,166,1,0,0.0,0,274.3,110,52.0,2.65,10.9,High Value/High Interaction Users
1,136,0,0,0.0,3,199.6,89,52.0,10.57,11.0,High Value/High Interaction Users
0,149,1,0,0.0,3,217.7,91,61.0,13.68,9.6,High Value/High Interaction Users
0,66,1,0,0.0,2,256.3,135,59.0,9.01,6.2,High Value/High Interaction Users
1,93,1,0,0.0,3,267.9,114,65.0,11.15,11.3,High Value/High Interaction Users
0,45,1,0,0.0,1,207.6,71,49.0,7.64,12.4,High Value/High Interaction Users
0,52,1,0,0.0,4,209.8,114,51.0,8.57,9.9,High Value/High Interaction Users
0,42,1,0,0.0,0,196.5,89,54.0,12.07,4.0,High Value/High Interaction Users
0,127,0,0,0.26,2,180.9,114,51.6,10.48,7.4,High Value/High Interaction Users
1,98,1,0,0.0,4,271.4,119,63.0,9.52,11.1,High Value/High Interaction Users
0,103,1,0,0.0,5,204.9,107,47.0,6.76,10.4,High Value/High Interaction Users
0,129,0,0,0.0,1,267.4,78,63.0,10.21,5.9,High Value/High Interaction Users
0,62,1,0,0.0,1,281.0,66,62.0,8.03,0.0,High Value/High Interaction Users
0,130,1,0,0.35,1,162.8,113,56.5,14.52,7.2,High Value/High Interaction Users
0,73,1,0,0.0,2,254.8,85,56.0,7.17,15.0,High Value/High Interaction Users
0,104,1,0,0.23,2,182.9,113,54.3,11.98,5.5,High Value/High Interaction Users
0,103,1,0,0.0,0,198.5,112,38.0,2.13,12.4,High Value/High Interaction Users
0,124,1,0,0.0,0,178.4,72,51.0,11.68,12.0,High Value/High Interaction Users
0,167,0,0,0.0,2,244.8,91,47.0,3.04,10.7,High Value/High Interaction Users
1,23,1,0,0.0,2,321.6,107,77.0,12.58,11.3,High Value/High Interaction Users
0,73,1,0,0.0,0,214.2,90,54.0,9.84,5.9,High Value/High Interaction Users
1,61,1,0,0.0,1,260.0,123,63.0,10.53,9.0,High Value/High Interaction Users
0,73,1,0,0.0,0,213.0,95,53.0,9.44,13.5,High Value/High Interaction Users
1,118,1,0,0.0,5,267.8,145,73.0,15.82,14.4,High Value/High Interaction Users
1,179,1,0,0.0,0,287.3,123,74.0,14.4,10.5,High Value/High Interaction Users
0,52,1,0,0.0,1,215.9,67,56.0,10.85,5.2,High Value/High Interaction Users
0,125,1,0,0.0,1,203.4,110,46.0,6.44,11.0,High Value/High Interaction Users
0,80,1,0,0.0,1,239.9,121,53.0,7.12,9.3,High Value/High Interaction Users
0,143,1,0,0.0,0,209.1,127,45.0,5.31,14.0,High Value/High Interaction Users
0,24,1,0,0.0,1,241.9,104,54.0,7.26,6.6,High Value/High Interaction Users
0,74,1,0,0.0,1,200.4,87,61.0,15.46,10.0,High Value/High Interaction Users
0,86,1,0,0.0,4,226.3,88,58.0,11.15,13.0,High Value/High Interaction Users
0,76,1,0,0.0,2,224.4,121,51.0,7.4,6.7,High Value/High Interaction Users
0,126,1,0,0.0,0,226.2,88,51.0,7.02,6.4,High Value/High Interaction Users
0,132,1,0,0.31,1,191.9,107,54.1,10.35,12.6,High Value/High Interaction Users
1,46,1,0,0.0,2,257.4,67,66.0,13.06,13.4,High Value/High Interaction Users
0,87,1,0,0.0,1,237.2,124,60.0,11.13,11.0,High Value/High Interaction Users
0,53,1,0,0.22,3,205.1,86,51.2,8.03,10.7,High Value/High Interaction Users
0,5,1,0,0.0,3,199.2,106,50.0,9.37,13.3,High Value/High Interaction Users
0,97,1,0,0.29,0,217.6,81,67.9,16.03,4.2,High Value/High Interaction Users
0,107,1,0,0.47,3,212.1,95,53.7,7.51,7.7,High Value/High Interaction Users
0,73,1,0,0.0,0,175.4,130,51.0,12.41,12.2,High Value/High Interaction Users
0,43,1,0,0.36,0,230.2,147,58.6,9.34,9.2,High Value/High Interaction Users
0,93,1,0,0.42,0,190.2,68,59.2,13.11,8.8,High Value/High Interaction Users
0,85,1,0,0.0,1,176.4,122,50.0,11.25,11.5,High Value/High Interaction Users
0,87,1,0,0.29,1,228.7,90,55.9,8.15,11.8,High Value/High Interaction Users
1,129,1,0,0.0,0,334.3,118,74.0,9.61,10.4,High Value/High Interaction Users
1,63,1,0,0.0,4,278.0,102,70.0,13.32,13.1,High Value/High Interaction Users
0,50,1,0,0.0,3,188.9,94,50.0,10.2,11.6,High Value/High Interaction Users
0,92,1,0,0.29,1,212.4,105,58.9,11.23,9.0,High Value/High Interaction Users
1,64,0,0,0.0,1,346.8,55,81.0,12.48,13.3,High Value/High Interaction Users
0,178,1,0,0.0,1,275.4,150,63.0,9.38,13.6,High Value/High Interaction Users
0,38,1,1,1.05,0,197.2,118,65.5,12.5,3.9,High Value/High Interaction Users
0,94,1,0,0.0,1,190.6,108,46.0,7.62,7.5,High Value/High Interaction Users
0,116,1,0,0.23,2,217.3,91,58.3,10.81,11.3,High Value/High Interaction Users
0,59,1,0,0.0,0,179.4,80,51.0,11.63,14.7,High Value/High Interaction Users
0,165,1,0,0.0,0,207.7,109,50.0,8.24,7.9,High Value/High Interaction Users
1,133,1,0,0.0,2,277.3,138,67.0,11.42,12.8,High Value/High Interaction Users
0,12,0,0,0.0,2,216.7,117,47.0,5.83,9.8,High Value/High Interaction Users
0,48,1,0,0.0,2,190.4,92,60.0,15.88,8.3,High Value/High Interaction Users
0,105,1,0,0.0,0,246.4,83,64.0,12.81,3.8,High Value/High Interaction Users
0,122,1,0,0.0,0,232.5,96,57.0,10.28,11.9,High Value/High Interaction Users
0,132,1,0,0.0,2,176.7,132,51.0,12.21,9.1,High Value/High Interaction Users
1,76,1,0,0.0,1,263.4,148,65.0,11.52,11.4,High Value/High Interaction Users
1,161,0,0,0.0,1,194.2,106,55.0,12.47,12.9,High Value/High Interaction Users
0,70,1,0,0.0,1,222.8,114,57.0,10.8,0.0,High Value/High Interaction Users
0,116,1,0,0.0,0,201.8,82,54.0,11.58,16.5,High Value/High Interaction Users
0,87,1,0,0.32,1,234.8,85,55.2,7.05,9.5,High Value/High Interaction Users
0,70,1,0,0.0,2,198.6,111,52.0,10.7,10.6,High Value/High Interaction Users
0,119,1,0,0.18,2,190.4,74,52.8,10.78,10.0,High Value/High Interaction Users
0,150,1,0,0.0,4,189.3,77,51.0,11.05,9.2,High Value/High Interaction Users
0,94,0,0,0.0,4,243.2,109,54.0,7.35,7.2,High Value/High Interaction Users
0,158,1,0,0.31,0,220.9,129,62.1,12.11,6.4,High Value/High Interaction Users
0,85,1,0,0.0,0,212.3,107,56.0,11.42,7.7,High Value/High Interaction Users
0,103,1,0,0.0,0,263.4,118,60.0,8.96,10.3,High Value/High Interaction Users
0,67,1,0,0.0,0,201.4,101,43.0,4.88,7.0,High Value/High Interaction Users
0,92,1,0,0.0,0,208.0,125,53.0,9.95,8.6,High Value/High Interaction Users
0,174,1,0,0.29,1,239.2,72,59.9,9.43,8.8,High Value/High Interaction Users
0,124,1,0,0.0,1,193.0,97,41.0,4.49,15.3,High Value/High Interaction Users
0,118,1,0,0.32,1,187.4,97,50.2,8.89,12.2,High Value/High Interaction Users
0,134,1,0,0.0,1,205.3,122,56.0,12.03,5.0,High Value/High Interaction Users
0,177,1,0,0.0,2,232.8,106,55.0,8.76,12.5,High Value/High Interaction Users
1,80,1,0,0.0,0,322.3,113,74.0,11.1,6.7,High Value/High Interaction Users
0,158,1,0,0.0,1,209.9,112,55.0,11.07,8.2,High Value/High Interaction Users
0,114,1,0,0.0,0,191.5,88,48.0,8.76,0.0,High Value/High Interaction Users
0,88,1,0,0.0,3,215.6,115,56.0,10.81,11.8,High Value/High Interaction Users
0,82,0,0,0.0,3,208.8,101,54.0,10.69,12.4,High Value/High Interaction Users
0,111,1,0,0.0,3,255.9,97,61.0,10.21,12.3,High Value/High Interaction Users
0,60,1,0,0.0,2,252.7,97,62.0,11.06,12.4,High Value/High Interaction Users
0,109,1,0,0.0,1,217.0,115,55.0,10.35,8.2,High Value/High Interaction Users
0,85,1,0,0.0,2,211.5,100,52.0,9.23,13.3,High Value/High Interaction Users
0,148,1,0,0.45,1,185.2,87,50.5,8.52,9.5,High Value/High Interaction Users
0,115,1,0,0.0,0,245.2,105,56.0,7.95,7.2,High Value/High Interaction Users
0,106,1,0,0.0,1,274.4,120,64.0,9.93,6.0,High Value/High Interaction Users
0,98,1,0,0.41,1,187.2,127,53.1,9.78,5.1,High Value/High Interaction Users
0,157,1,0,0.0,3,276.2,95,62.0,8.29,2.2,High Value/High Interaction Users
0,72,1,0,0.0,4,217.8,93,54.0,9.49,10.4,High Value/High Interaction Users
0,86,1,0,0.42,3,190.5,115,52.2,8.98,10.1,High Value/High Interaction Users
0,151,1,0,0.0,3,235.9,104,47.0,4.03,5.8,High Value/High Interaction Users
0,55,1,0,0.23,0,189.0,100,45.3,5.93,17.1,High Value/High Interaction Users
0,152,1,0,0.0,1,206.3,98,60.0,14.64,10.6,High Value/High Interaction Users
0,136,0,0,0.0,1,199.2,122,53.0,10.74,11.8,High Value/High Interaction Users
0,189,1,0,0.0,3,208.3,106,56.0,11.84,11.3,High Value/High Interaction Users
1,159,1,0,0.0,1,189.1,105,54.0,12.31,10.4,High Value/High Interaction Users
0,105,1,0,0.0,1,206.2,84,57.0,12.82,9.0,High Value/High Interaction Users
0,127,1,0,0.0,2,220.2,108,54.0,9.42,11.7,High Value/High Interaction Users
0,157,1,0,0.0,1,196.0,74,52.0,10.67,7.9,High Value/High Interaction Users
0,155,1,0,0.39,2,216.7,30,53.9,7.22,10.8,High Value/High Interaction Users
0,16,1,0,0.0,1,209.5,89,51.0,8.64,8.8,High Value/High Interaction Users
0,60,0,0,0.0,1,183.0,110,49.0,10.34,11.1,High Value/High Interaction Users
0,108,1,0,0.0,0,199.3,104,53.0,11.21,15.2,High Value/High Interaction Users
0,166,1,0,0.0,2,203.4,81,49.0,8.39,9.2,High Value/High Interaction Users
0,109,1,0,0.0,1,222.2,113,57.0,10.93,10.9,High Value/High Interaction Users
0,13,1,0,0.0,4,193.2,89,50.0,9.72,9.7,High Value/High Interaction Users
0,72,1,0,0.0,0,207.8,92,52.0,9.79,13.1,High Value/High Interaction Users
1,172,1,0,0.0,3,287.1,108,64.0,8.92,14.4,High Value/High Interaction Users
0,69,1,0,0.29,2,194.2,122,56.9,12.11,9.7,High Value/High Interaction Users
0,123,1,0,0.15,3,211.0,92,56.5,10.85,9.8,High Value/High Interaction Users
1,88,0,0,0.0,4,235.1,98,62.0,12.59,7.2,High Value/High Interaction Users
0,48,1,0,0.0,1,188.4,63,47.0,8.3,13.2,High Value/High Interaction Users
0,135,1,0,0.0,1,194.8,97,54.0,11.77,11.0,High Value/High Interaction Users
0,100,1,0,0.0,1,247.8,117,54.0,6.5,6.9,High Value/High Interaction Users
0,98,1,0,0.0,4,221.2,80,56.0,10.68,11.9,High Value/High Interaction Users
0,155,1,1,1.38,1,183.3,106,62.8,10.26,5.1,High Value/High Interaction Users
1,78,0,0,0.0,1,236.8,141,63.0,13.27,9.5,High Value/High Interaction Users
0,153,1,0,0.0,1,193.8,90,50.0,9.77,8.5,High Value/High Interaction Users
0,154,1,0,0.0,3,191.4,93,50.0,10.27,10.2,High Value/High Interaction Users
0,48,1,0,0.2,1,275.2,67,65.0,9.01,7.9,High Value/High Interaction Users
0,94,1,0,0.0,1,174.0,85,51.0,12.06,7.9,High Value/High Interaction Users
0,126,1,0,0.0,1,228.7,102,54.0,8.44,11.8,High Value/High Interaction Users
0,139,1,0,0.0,1,221.3,140,52.0,7.89,11.3,High Value/High Interaction Users
0,36,1,0,0.0,1,178.6,83,49.0,10.66,10.9,High Value/High Interaction Users
0,113,1,0,0.0,3,215.9,93,58.0,12.01,4.9,High Value/High Interaction Users
0,91,1,0,0.0,1,217.9,71,57.0,11.51,10.6,High Value/High Interaction Users
1,105,1,0,0.0,0,270.9,98,66.0,11.31,8.8,High Value/High Interaction Users
1,24,1,0,0.23,0,243.0,91,59.3,9.2,15.3,High Value/High Interaction Users
0,159,1,0,0.29,5,198.8,107,53.9,9.78,16.5,High Value/High Interaction Users
0,136,0,0,0.0,3,256.8,90,64.0,11.51,9.1,High Value/High Interaction Users
0,138,1,0,0.0,5,194.3,83,50.0,9.5,9.0,High Value/High Interaction Users
0,101,0,0,0.38,0,193.7,108,52.8,9.33,11.6,High Value/High Interaction Users
0,58,1,0,0.29,2,243.1,105,63.9,11.57,7.8,High Value/High Interaction Users
0,116,1,0,0.0,2,229.3,93,55.0,9.23,8.8,High Value/High Interaction Users
0,85,0,0,0.38,4,197.2,97,55.8,10.59,8.3,High Value/High Interaction Users
0,73,1,0,0.0,1,182.3,115,48.0,9.96,18.0,High Value/High Interaction Users
0,107,0,0,0.0,2,194.4,83,55.0,12.39,11.2,High Value/High Interaction Users
0,157,1,0,0.0,4,220.7,105,48.0,5.97,11.5,High Value/High Interaction Users
0,131,1,0,0.33,0,211.8,115,62.3,13.03,10.8,High Value/High Interaction Users
0,111,1,0,0.0,0,176.4,62,48.0,10.05,11.2,High Value/High Interaction Users
1,51,1,0,0.0,1,229.7,129,68.0,16.8,9.6,High Value/High Interaction Users
1,163,1,0,0.35,0,247.7,77,69.5,13.48,9.6,High Value/High Interaction Users
0,111,1,0,0.0,4,229.4,107,58.0,10.71,10.4,High Value/High Interaction Users
1,135,1,0,0.0,5,263.8,66,67.0,12.57,8.4,High Value/High Interaction Users
0,149,1,0,0.0,2,196.3,108,45.0,6.84,7.7,High Value/High Interaction Users
0,56,1,0,0.3,1,253.2,95,63.0,9.4,4.4,High Value/High Interaction Users
0,92,1,0,0.0,0,249.4,118,61.0,10.58,9.1,High Value/High Interaction Users
0,120,1,0,0.0,0,221.3,106,61.0,13.38,9.3,High Value/High Interaction Users
0,166,1,0,0.39,1,220.7,106,56.9,8.89,12.4,High Value/High Interaction Users
0,76,1,0,0.0,0,203.6,61,49.0,8.09,8.4,High Value/High Interaction Users
0,79,1,0,0.0,2,213.6,110,57.0,11.75,8.8,High Value/High Interaction Users
1,49,1,0,0.0,2,266.3,90,63.0,10.39,14.0,High Value/High Interaction Users
0,46,1,0,0.21,3,199.2,111,51.1,8.76,10.2,High Value/High Interaction Users
1,171,1,0,0.0,1,270.5,69,66.0,11.5,9.6,High Value/High Interaction Users
0,10,1,0,0.42,1,222.2,127,55.2,7.66,12.9,High Value/High Interaction Users
1,82,1,0,0.0,3,189.2,81,48.0,9.22,10.6,High Value/High Interaction Users
0,139,1,0,0.0,3,196.0,135,50.0,9.3,9.8,High Value/High Interaction Users
0,90,1,0,0.0,1,200.9,92,49.0,8.22,8.9,High Value/High Interaction Users
0,100,1,0,0.21,2,235.8,130,58.1,8.8,7.3,High Value/High Interaction Users
0,124,1,0,0.0,2,254.3,113,50.0,3.95,11.8,High Value/High Interaction Users
0,10,1,0,0.0,2,183.0,103,50.0,10.74,8.7,High Value/High Interaction Users
0,121,1,0,0.32,2,207.9,98,57.2,10.53,7.7,High Value/High Interaction Users
0,101,1,0,0.0,3,248.6,102,58.0,8.75,6.1,High Value/High Interaction Users
0,51,1,0,0.0,1,197.8,60,53.0,11.05,8.9,High Value/High Interaction Users
0,111,1,0,0.0,0,197.1,117,53.0,11.39,9.3,High Value/High Interaction Users
0,130,1,0,0.0,2,211.2,119,56.0,11.56,6.3,High Value/High Interaction Users
0,114,1,0,0.4,1,172.0,145,57.0,13.82,10.1,High Value/High Interaction Users
0,101,1,0,0.0,3,209.6,107,56.0,11.44,7.6,High Value/High Interaction Users
1,126,1,0,0.0,1,321.3,99,69.0,8.4,8.0,High Value/High Interaction Users
0,71,1,0,0.0,0,243.7,124,47.0,3.0,11.3,High Value/High Interaction Users
0,124,1,0,0.0,3,251.5,85,61.0,10.71,11.1,High Value/High Interaction Users
1,97,0,0,0.38,0,236.9,107,57.8,7.88,7.3,High Value/High Interaction Users
0,52,1,1,1.11,2,170.9,71,58.1,10.07,4.1,High Value/High Interaction Users
0,73,1,0,0.0,0,254.7,80,51.0,4.51,10.6,High Value/High Interaction Users
1,111,1,0,0.0,0,284.4,89,62.0,7.85,8.4,High Value/High Interaction Users
0,111,1,0,0.0,0,224.9,117,55.0,9.6,10.3,High Value/High Interaction Users
1,55,1,0,0.4,0,285.7,124,73.0,11.55,14.8,High Value/High Interaction Users
0,51,1,0,0.0,0,227.2,89,56.0,9.72,14.9,High Value/High Interaction Users
1,73,1,0,0.0,1,217.8,91,56.0,11.03,10.3,High Value/High Interaction Users
0,64,1,0,0.0,1,206.2,76,55.0,11.62,13.6,High Value/High Interaction Users
1,115,1,0,0.0,1,245.0,97,63.0,12.54,13.7,High Value/High Interaction Users
0,162,1,0,0.0,1,184.5,118,51.0,11.2,11.6,High Value/High Interaction Users
0,94,0,0,0.28,1,235.6,131,59.8,9.74,8.6,High Value/High Interaction Users
0,129,1,0,0.0,4,186.0,127,54.0,13.12,11.5,High Value/High Interaction Users
0,86,1,0,0.0,1,223.9,75,52.0,7.79,7.3,High Value/High Interaction Users
1,65,1,0,0.0,4,245.7,139,63.0,12.1,4.2,High Value/High Interaction Users
0,36,1,0,0.29,3,202.4,115,57.9,11.54,10.2,High Value/High Interaction Users
0,99,0,0,0.0,4,197.2,127,47.0,7.8,9.9,High Value/High Interaction Users
0,94,1,0,0.0,1,194.1,62,53.0,11.36,15.3,High Value/High Interaction Users
1,101,1,0,0.0,3,269.7,85,64.0,10.38,4.5,High Value/High Interaction Users
0,170,1,0,0.21,0,246.4,107,64.1,11.41,9.1,High Value/High Interaction Users
0,105,1,0,0.0,1,227.4,121,62.0,13.43,13.0,High Value/High Interaction Users
0,103,1,0,0.33,0,189.8,110,46.3,5.78,12.2,High Value/High Interaction Users
0,70,1,0,0.0,1,213.4,86,54.0,10.24,5.7,High Value/High Interaction Users
0,27,1,0,0.0,3,177.6,121,56.0,14.84,7.6,High Value/High Interaction Users
0,176,1,0,0.0,2,250.9,108,58.0,8.57,9.6,High Value/High Interaction Users
0,96,0,0,0.0,2,200.6,117,59.0,14.48,11.2,High Value/High Interaction Users
0,127,1,0,0.0,1,239.8,107,52.0,6.45,11.3,High Value/High Interaction Users
0,79,1,0,0.0,1,220.9,107,54.0,9.61,12.2,High Value/High Interaction Users
0,60,1,0,0.27,2,203.2,99,57.7,11.79,15.1,High Value/High Interaction Users
1,102,1,0,0.0,1,195.7,116,52.0,10.46,8.3,High Value/High Interaction Users
0,113,0,0,0.31,1,204.3,82,54.1,9.44,9.2,High Value/High Interaction Users
0,79,1,0,0.0,3,222.3,99,51.0,7.31,8.9,High Value/High Interaction Users
0,110,1,0,0.0,4,242.5,110,56.0,8.12,7.8,High Value/High Interaction Users
0,192,1,0,0.0,4,221.6,101,62.0,14.26,12.7,High Value/High Interaction Users
0,95,1,0,0.0,0,197.0,88,50.0,9.52,16.1,High Value/High Interaction Users
0,80,1,0,0.0,3,198.1,160,47.0,7.84,9.3,High Value/High Interaction Users
0,37,1,0,0.0,2,199.5,107,52.0,10.38,8.1,High Value/High Interaction Users
0,69,1,0,0.0,3,183.4,85,52.0,11.88,9.0,High Value/High Interaction Users
0,41,1,1,1.59,1,207.3,95,62.9,6.87,5.9,High Value/High Interaction Users
1,76,0,0,0.3,1,273.3,66,72.0,13.18,12.0,High Value/High Interaction Users
0,86,0,0,0.0,1,266.1,120,61.0,9.1,10.3,High Value/High Interaction Users
0,112,1,0,0.0,1,168.6,102,54.0,14.9,9.8,High Value/High Interaction Users
0,118,1,0,0.0,2,253.2,122,61.0,10.05,9.7,High Value/High Interaction Users
0,6,1,0,0.0,3,226.5,93,52.0,7.61,9.4,High Value/High Interaction Users
0,107,0,0,0.29,1,234.1,91,56.9,8.16,10.0,High Value/High Interaction Users
0,189,1,0,0.0,2,227.4,84,54.0,8.8,6.3,High Value/High Interaction Users
0,1,1,0,0.25,1,196.1,107,61.5,14.83,7.0,High Value/High Interaction Users
0,89,1,0,0.0,1,197.1,110,48.0,8.3,12.8,High Value/High Interaction Users
0,64,1,0,0.0,1,219.6,126,64.0,15.17,9.7,High Value/High Interaction Users
0,129,1,0,0.0,2,216.0,85,53.0,9.35,4.9,High Value/High Interaction Users
0,114,1,0,0.0,1,189.8,101,45.0,7.39,10.6,High Value/High Interaction Users
0,96,1,0,0.0,1,170.5,86,53.0,13.88,12.2,High Value/High Interaction Users
0,72,1,0,0.27,0,272.4,88,58.7,5.4,12.7,High Value/High Interaction Users
0,163,1,0,0.0,1,223.0,120,58.0,11.35,8.8,High Value/High Interaction Users
0,136,1,0,0.36,2,252.4,74,61.6,8.4,10.7,High Value/High Interaction Users
0,116,1,0,0.0,1,197.9,84,48.0,8.41,12.0,High Value/High Interaction Users
0,92,1,0,0.0,1,265.6,82,61.0,9.04,8.6,High Value/High Interaction Users
0,70,1,0,0.0,1,197.3,91,60.0,15.29,6.7,High Value/High Interaction Users
0,22,1,1,1.13,1,199.1,100,64.3,11.09,4.2,High Value/High Interaction Users
0,37,1,0,0.0,2,233.7,114,58.0,10.4,12.0,High Value/High Interaction Users
1,68,1,0,0.21,1,213.9,112,61.1,13.03,8.4,High Value/High Interaction Users
0,130,1,0,0.0,1,207.1,70,53.0,10.01,12.4,High Value/High Interaction Users
0,134,1,0,0.35,2,177.2,91,53.5,11.44,8.9,High Value/High Interaction Users
1,143,1,0,0.0,0,223.3,99,53.0,8.36,4.5,High Value/High Interaction Users
1,81,1,0,0.0,1,261.4,141,63.0,10.79,8.0,High Value/High Interaction Users
1,127,0,0,0.0,2,242.2,102,61.0,11.31,13.9,High Value/High Interaction Users
1,136,1,0,0.31,1,259.4,99,62.1,8.64,10.7,High Value/High Interaction Users
0,99,1,0,0.33,2,222.4,102,57.3,9.29,12.0,High Value/High Interaction Users
0,128,0,0,0.0,0,245.2,112,51.0,5.08,10.7,High Value/High Interaction Users
0,81,0,0,0.25,0,227.4,105,59.5,10.58,11.9,High Value/High Interaction Users
0,57,1,0,0.19,1,192.8,68,48.9,7.9,12.7,High Value/High Interaction Users
0,102,1,0,0.33,1,271.1,80,64.3,8.6,10.3,High Value/High Interaction Users
1,225,1,0,0.3,0,165.4,106,55.0,13.69,8.7,High Value/High Interaction Users
0,86,1,0,0.0,0,217.8,93,56.0,10.74,11.3,High Value/High Interaction Users
0,169,1,0,0.0,1,235.7,79,52.0,6.85,13.3,High Value/High Interaction Users
0,106,1,0,0.0,0,178.4,143,52.0,12.35,9.6,High Value/High Interaction Users
0,135,1,0,0.17,2,239.9,91,57.7,8.86,5.9,High Value/High Interaction Users
0,37,1,0,0.0,0,191.1,69,44.0,6.46,12.9,High Value/High Interaction Users
0,179,1,0,0.32,1,234.5,134,57.2,8.21,6.1,High Value/High Interaction Users
0,100,1,0,0.0,1,179.1,123,48.0,9.83,10.2,High Value/High Interaction Users
1,85,1,0,0.0,2,236.9,93,58.0,9.89,11.4,High Value/High Interaction Users
0,128,1,0,0.0,1,216.0,111,50.0,7.69,12.7,High Value/High Interaction Users
0,115,0,0,0.0,1,180.0,119,48.0,9.94,12.4,High Value/High Interaction Users
1,105,0,0,0.0,1,273.9,119,71.0,13.93,10.9,High Value/High Interaction Users
0,87,1,0,0.0,1,189.5,113,50.0,10.25,13.4,High Value/High Interaction Users
1,99,0,0,0.0,0,242.3,102,72.0,17.55,11.3,High Value/High Interaction Users
0,95,1,0,0.0,0,198.4,113,54.0,11.8,10.1,High Value/High Interaction Users
0,95,1,0,0.0,3,194.6,114,53.0,11.64,3.8,High Value/High Interaction Users
1,184,1,0,0.0,1,236.4,73,65.0,14.37,13.8,High Value/High Interaction Users
0,67,1,0,0.0,0,179.8,125,46.0,8.66,10.9,High Value/High Interaction Users
0,117,1,0,0.0,1,184.8,83,53.0,12.43,9.6,High Value/High Interaction Users
0,73,1,0,0.0,2,241.7,115,56.0,8.43,11.1,High Value/High Interaction Users
0,149,1,0,0.37,1,207.3,115,56.7,9.92,8.6,High Value/High Interaction Users
0,29,1,0,0.0,2,196.8,81,48.0,8.4,12.7,High Value/High Interaction Users
0,84,1,0,0.14,2,226.9,144,57.4,10.08,13.2,High Value/High Interaction Users
0,87,1,0,0.0,0,204.8,101,49.0,8.05,9.5,High Value/High Interaction Users
0,74,1,0,0.45,2,225.2,93,61.5,10.76,9.1,High Value/High Interaction Users
0,68,1,0,0.11,3,222.8,99,54.1,8.79,11.0,High Value/High Interaction Users
0,54,0,0,0.0,1,214.1,77,57.0,12.03,10.1,High Value/High Interaction Users
0,124,1,0,0.0,1,184.8,74,47.0,8.76,10.5,High Value/High Interaction Users
1,173,1,0,0.0,0,291.8,143,68.0,10.72,9.9,High Value/High Interaction Users
0,110,1,0,0.3,1,222.7,94,50.0,5.29,13.5,High Value/High Interaction Users
0,102,1,0,0.0,0,174.5,79,50.0,11.84,8.5,High Value/High Interaction Users
1,64,0,0,0.0,1,225.3,134,48.0,5.41,17.3,High Value/High Interaction Users
0,111,1,0,0.25,2,191.3,80,47.5,6.93,6.4,High Value/High Interaction Users
0,128,1,0,0.36,3,247.3,91,61.6,9.14,14.7,High Value/High Interaction Users
0,78,1,0,0.0,0,193.1,85,48.0,8.61,10.2,High Value/High Interaction Users
0,95,1,0,0.0,2,203.4,96,49.0,8.43,13.7,High Value/High Interaction Users
1,76,0,0,0.34,1,241.0,120,64.4,11.59,9.9,High Value/High Interaction Users
1,82,1,0,0.0,0,329.8,73,74.0,10.42,10.6,High Value/High Interaction Users
0,107,1,0,0.0,2,194.5,97,49.0,9.32,12.7,High Value/High Interaction Users
1,95,1,0,0.0,2,269.0,120,66.0,11.69,7.3,High Value/High Interaction Users
1,79,1,0,0.31,1,268.3,114,65.1,9.28,6.3,High Value/High Interaction Users
0,114,1,0,0.0,2,202.1,100,51.0,9.79,13.3,High Value/High Interaction Users
0,141,1,0,0.0,1,215.6,113,54.0,10.03,12.4,High Value/High Interaction Users
0,133,1,0,0.0,0,201.7,85,49.0,8.47,6.0,High Value/High Interaction Users
0,133,1,0,0.0,4,221.1,133,52.0,8.01,8.4,High Value/High Interaction Users
1,34,1,0,0.29,2,293.7,89,76.9,13.63,11.0,High Value/High Interaction Users
